1,0,0,1,2,0,0,1,2,3,3,3,0,0,1,2,0,1,2,0,1,1,1,2,0,1,1,0,1,1,0
2,2,5,1,1,1,3,3,0,5,1,1,0,4,2,0,1,2,5,1,2,0,1,1,3,3,3,0,0,0,1
3,3,5,0,1,1,1,0,1,1,0,1,2,0,0,1,3,3,0,0,1,2,2,0,1,2,0,2,2,3,3
4,0,2,2,3,3,0,0,1,2,0,5,5,1,1,1,2,0,0,0,4,1,3,3,0,5,5,1,1,1,1
5,1,1,1,1,2,2,0,0,0,1,2,3,3,0,0,1,1,1,1,3,3,5,5,5,5,1,1,0,2,2
6,1,3,3,0,0,1,1,1,1,2,0,1,2,3,3,5,5,1,2,0,0,0,1,1,1,2,3,3,0,0
7,5,0,1,1,1,0,1,1,1,1,0,2,2,0,0,1,1,2,2,0,1,1,1,0,1,2,3,3,0,0
8,1,1,0,0,3,3,0,0,1,4,1,1,1,2,0,1,3,3,0,0,1,2,2,0,5,5,0,1,2,2
9,5,0,0,0,0,1,1,0,2,2,2,5,1,1,1,2,2,0,1,1,3,3,5,0,1,1,1,0,0,0
10,4,1,1,1,0,1,2,3,3,0,0,0,1,1,0,4,1,3,3,0,0,1,1,1,2,0,2,2,0,0
11,2,2,0,0,0,2,2,0,5,3,3,0,0,1,1,4,0,1,1,1,0,0,1,2,0,1,1,0,3,3
12,1,1,2,0,1,1,5,5,5,0,1,1,1,1,0,4,1,1,0,1,1,0,1,2,3,3,0,0,1,1
13,3,3,0,2,2,0,4,2,5,5,5,0,1,3,2,3,0,0,1,2,2,0,1,1,5,5,5,1,1,1
14,1,0,0,1,2,2,2,0,1,4,5,5,5,0,1,1,0,1,3,3,0,2,2,0,1,2,5,0,3,3
15,2,3,3,0,0,1,1,2,0,1,1,2,2,0,0,1,1,5,1,1,1,2,3,3,0,0,1,2,0,1
16,0,1,1,2,0,0,1,3,3,0,0,1,4,2,2,2,0,1,2,5,4,1,1,1,3,3,0,0,1,1
17,1,1,1,3,3,0,0,1,2,2,2,0,4,1,1,0,3,3,0,5,5,1,1,0,0,1,1,1,2,0
18,5,2,2,0,1,3,3,0,0,5,5,1,1,1,0,0,2,2,0,4,1,1,1,1,2,0,3,3,0,2
19,1,1,1,0,0,1,4,1,2,2,0,0,1,1,1,4,1,0,1,1,3,3,5,5,5,5,1,1,2,2
20,1,0,0,1,1,0,3,3,5,0,0,1,1,2,3,3,0,5,5,1,1,1,2,2,0,1,2,2,0,4
21,0,2,3,3,0,2,2,5,0,1,1,2,0,1,1,1,1,0,1,1,0,1,1,1,1,2,2,0,0,4
22,4,0,2,2,2,0,1,1,5,3,3,0,0,1,2,2,0,1,3,3,0,0,1,1,1,1,0,1,1,4
23,0,1,1,0,0,1,1,2,5,5,1,1,2,3,3,0,0,1,1,2,2,0,1,1,1,0,1,1,0,4
24,2,5,5,1,1,0,1,1,1,1,0,3,3,0,0,1,2,2,2,0,1,1,3,3,5,5,0,1,1,1
25,3,0,0,1,1,1,0,1,1,1,2,3,3,0,0,1,1,0,1,2,2,0,1,2,2,0,0,1,1,1
