1,3,3,0,0,0,1,1,1,2,0,1,3,0,0,1,1,0,1,1,1,2,0,1,1,2,2,0,0,2,3
2,2,5,0,1,1,1,1,0,5,2,2,2,4,1,0,3,3,5,0,1,1,1,2,3,3,0,0,1,1,2
3,0,5,1,1,2,0,3,3,0,0,1,1,2,2,0,1,1,1,1,2,0,1,1,1,1,3,3,0,0,0
4,1,2,2,2,3,3,0,0,1,1,5,5,1,1,2,0,1,3,0,4,1,0,1,2,5,5,1,1,1,1
5,1,1,1,0,1,2,2,2,3,3,0,0,0,0,1,2,2,2,0,3,3,5,5,5,5,1,1,3,3,0
6,0,1,3,3,0,0,0,1,1,1,0,1,1,3,3,5,5,0,2,2,0,2,3,0,0,1,2,2,0,1
7,5,1,2,0,0,1,1,0,2,2,3,0,0,1,1,1,0,1,1,1,2,3,3,0,2,2,0,1,1,1
8,0,1,1,0,1,3,0,0,1,4,1,2,3,3,0,2,2,2,0,1,1,1,1,3,5,5,1,1,0,2
9,5,0,1,2,0,0,2,2,3,3,0,5,1,1,1,1,0,1,1,0,1,3,5,0,1,1,2,0,0,1
10,4,3,0,0,1,1,0,1,1,0,0,1,2,2,3,4,1,0,0,0,0,0,1,1,3,3,0,2,2,0
11,1,0,1,1,0,0,1,1,5,1,2,3,3,0,2,4,1,0,2,3,0,2,2,0,1,1,1,0,1,1
12,1,0,1,1,1,0,5,5,5,1,1,1,0,1,1,4,1,3,3,0,0,1,1,1,1,0,0,3,3,0
13,2,2,3,0,2,2,4,0,5,5,5,1,1,1,0,1,3,0,0,0,1,1,1,2,5,5,5,0,1,3
14,3,3,0,0,1,1,1,1,3,4,5,5,5,0,1,2,2,2,0,0,2,2,2,0,1,1,5,1,1,1
15,2,0,1,1,0,1,3,3,0,0,0,1,2,2,2,3,0,5,1,1,1,0,1,1,1,2,3,3,0,2
16,1,2,2,3,0,0,1,1,0,1,2,0,4,1,1,0,0,3,3,5,4,1,1,2,2,0,0,1,2,3
17,0,1,3,0,2,2,2,0,1,2,3,3,4,1,0,1,1,1,0,5,5,1,1,1,3,0,2,2,0,1
18,5,1,1,2,3,3,0,2,2,5,5,2,3,0,0,1,1,1,2,4,1,0,3,3,0,0,1,1,1,1
19,2,0,0,1,1,0,4,1,1,1,2,0,1,1,1,4,1,0,0,3,3,0,5,5,5,5,1,1,1,1
20,1,2,0,1,1,1,1,2,5,1,1,0,1,1,3,3,0,5,5,1,2,0,1,1,2,2,2,0,0,4
21,0,1,1,3,3,0,0,5,1,2,0,2,2,0,0,1,2,0,2,2,0,1,1,0,0,1,1,0,3,4
22,4,1,2,0,0,2,3,0,5,1,1,0,0,0,1,1,3,0,0,1,1,1,1,2,0,3,3,0,2,4
23,1,0,1,2,2,0,2,3,5,5,0,1,1,0,0,1,1,2,3,0,0,0,1,1,1,0,0,0,1,4
24,3,5,5,0,0,1,1,1,0,3,3,0,0,2,2,2,0,1,1,1,1,2,2,0,5,5,0,1,1,1
25,1,0,0,1,1,1,0,1,2,0,1,1,1,3,0,0,0,1,1,2,3,3,0,0,1,1,1,2,0,2
