1,1,1,1,1,0,2,2,0,1,1,3,3,0,0,1,2,0,0,1,2,0,1,1,3,3,0,0,1,1,1
2,0,5,2,2,3,3,0,0,5,1,1,1,4,1,0,0,0,5,0,1,2,3,3,0,0,1,1,1,2,0
3,1,5,1,1,2,0,0,1,1,2,2,0,0,1,2,3,3,0,0,0,1,1,1,0,1,2,2,3,3,0
4,3,3,0,0,1,1,1,2,3,3,5,5,1,2,0,1,1,1,0,4,1,2,2,2,5,5,1,2,0,3
5,2,2,0,1,1,1,3,3,3,0,0,1,1,0,1,1,2,2,0,1,1,5,5,5,5,1,1,0,1,1
6,0,1,3,3,0,0,1,1,2,0,1,2,2,3,3,5,5,1,2,0,0,1,1,1,1,3,3,0,0,2
7,5,1,2,0,1,1,2,0,0,0,1,2,2,0,0,1,3,3,0,0,0,1,1,1,2,0,1,1,0,1
8,1,1,3,3,0,0,1,1,0,4,1,0,1,1,1,2,2,0,1,1,2,0,1,1,5,5,0,0,2,3
9,5,0,0,2,2,3,3,0,2,2,0,5,0,0,1,1,0,1,1,3,3,0,5,1,2,0,0,1,1,0
10,4,2,0,1,1,0,0,1,1,1,0,3,3,0,0,4,1,1,1,1,0,2,2,0,1,1,2,2,0,2
11,1,0,1,1,0,0,1,2,5,1,2,0,1,1,1,4,0,2,2,0,1,1,1,0,0,1,3,3,3,0
12,3,3,0,0,1,2,5,5,5,0,0,1,3,3,0,4,1,0,1,2,3,3,0,0,1,2,0,0,0,1
13,2,0,1,1,1,1,4,0,5,5,5,1,1,2,2,0,1,3,3,0,0,0,1,2,5,5,5,1,1,0
14,1,1,1,3,3,0,0,1,1,4,5,5,5,1,1,3,0,0,2,2,0,1,1,1,2,2,5,1,1,2
15,2,2,2,0,1,1,0,0,1,2,2,0,1,3,3,0,0,5,1,1,1,2,3,3,0,0,1,1,1,1
16,3,0,0,1,2,0,1,2,0,3,3,0,4,1,0,1,2,2,2,5,4,1,2,0,1,1,1,3,3,0
17,1,0,0,1,1,2,2,0,0,1,1,0,4,2,2,0,1,1,1,5,5,0,1,2,3,3,3,0,0,1
18,5,1,1,2,0,0,1,1,2,5,5,1,2,0,1,2,3,3,0,4,1,0,1,1,1,1,2,0,2,3
19,0,0,0,1,1,0,4,3,3,0,0,1,2,0,1,4,2,2,0,1,3,3,5,5,5,5,1,1,1,1
20,0,1,1,2,2,0,1,1,5,3,3,0,0,1,1,1,1,5,5,2,2,0,1,2,2,0,0,1,1,4
21,2,2,2,0,3,3,0,5,1,1,1,2,0,1,1,1,0,1,3,3,0,0,1,1,0,0,1,1,1,4
22,4,0,1,1,0,1,2,2,5,1,2,3,3,0,0,1,1,0,0,1,2,0,1,1,1,1,2,2,0,4
23,1,1,0,1,1,2,3,3,5,5,1,2,0,1,2,2,0,1,1,0,1,1,1,0,3,3,0,0,1,4
24,0,5,5,0,1,1,0,1,2,2,0,0,1,2,3,3,0,0,1,1,1,1,3,3,5,5,1,2,0,1
25,1,3,3,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,3,3,0,2,2,0,1,2,0,0,2,2
