1,0,1,1,1,0,0,1,3,3,0,0,1,1,2,2,2,0,1,2,0,1,1,1,3,3,0,0,1,1,1
2,1,5,0,1,1,2,0,0,5,1,2,0,4,1,1,3,3,5,0,1,2,2,2,0,1,1,1,3,3,0
3,2,5,1,1,2,3,3,0,0,0,1,2,0,0,1,1,1,3,3,0,0,1,1,1,1,2,0,1,1,3
4,3,3,0,0,1,1,2,2,3,3,5,5,1,1,0,1,2,2,0,4,1,3,3,0,5,5,1,2,0,0
5,1,2,2,3,3,0,0,1,1,1,1,3,3,0,0,1,1,0,1,3,3,5,5,5,5,1,2,0,2,2
6,0,1,1,0,0,1,1,1,2,2,0,1,2,3,3,5,5,1,1,2,0,1,1,2,2,3,3,0,0,1
7,5,0,2,2,0,1,1,0,1,1,1,0,3,3,0,0,1,2,2,0,0,0,1,1,1,1,0,1,1,0
8,0,0,1,2,3,3,0,0,1,4,0,0,1,1,0,3,3,0,0,1,1,1,2,0,5,5,1,2,2,2
9,5,3,3,0,0,0,1,1,1,2,2,5,1,1,1,1,0,1,1,1,1,2,5,1,2,2,2,0,0,1
10,4,1,1,0,1,2,0,1,2,0,3,3,0,0,1,4,2,0,1,2,0,1,1,1,0,1,1,0,3,3
11,1,1,0,0,1,1,2,2,5,0,1,2,2,0,1,4,1,1,3,3,0,0,1,1,1,0,3,3,0,0
12,1,0,0,1,1,1,5,5,5,1,1,1,0,0,1,4,0,0,1,1,2,0,1,2,3,3,0,0,1,1
13,2,2,3,3,0,0,4,1,5,5,5,0,1,2,2,2,0,0,1,1,1,3,3,0,5,5,5,1,1,1
14,1,2,0,3,3,0,0,1,1,4,5,5,5,1,3,3,0,0,1,2,0,0,1,1,2,0,5,2,2,2
15,0,3,3,0,0,2,2,2,0,1,1,2,0,0,0,1,2,5,1,3,3,0,0,1,1,2,0,0,1,1
16,2,0,1,1,1,1,0,3,3,0,0,1,4,0,2,2,0,1,2,5,4,1,2,3,3,0,0,1,1,1
17,1,1,2,0,0,1,1,0,2,2,2,0,4,1,1,0,1,3,3,5,5,1,1,0,1,3,3,3,0,2
18,5,1,1,1,1,3,3,0,0,5,5,1,2,2,0,1,1,2,0,4,2,0,1,2,0,1,2,0,3,3
19,2,2,0,0,0,1,4,1,1,1,0,3,3,0,0,4,1,0,1,1,3,3,5,5,5,5,1,1,0,1
20,1,1,0,1,2,0,1,1,5,1,1,2,0,1,2,2,0,5,5,1,2,2,3,3,0,0,1,1,0,4
21,1,0,0,0,1,1,2,5,1,1,0,1,1,3,3,0,0,1,2,0,1,1,1,0,1,1,2,2,0,4
22,4,0,1,1,1,1,0,0,5,2,2,0,1,1,1,1,3,3,0,0,0,1,1,2,2,2,0,1,1,4
23,0,1,1,0,1,2,3,3,5,5,0,1,2,2,0,0,1,1,1,2,0,0,1,1,0,0,0,0,1,4
24,3,5,5,2,2,0,1,2,2,3,3,0,0,1,1,1,2,2,0,1,1,0,1,1,5,5,1,1,1,1
25,3,0,2,2,2,0,1,1,0,3,3,0,0,0,1,1,1,1,0,1,1,2,2,0,1,1,1,1,2,0
