1,1,1,1,1,3,3,0,0,1,1,0,0,0,0,1,1,3,0,0,1,2,2,2,0,2,2,2,3,0,0
2,3,5,0,0,1,1,2,2,5,3,3,0,4,1,0,2,2,5,1,2,0,1,1,0,0,3,3,0,0,0
3,0,5,1,2,2,0,1,3,3,0,0,1,1,1,2,3,0,2,2,0,1,1,1,3,3,0,0,1,1,1
4,0,1,2,3,0,0,0,1,1,2,5,5,1,2,0,1,1,3,3,4,1,0,1,2,5,5,1,1,1,1
5,2,2,0,1,1,2,3,0,0,1,1,1,2,0,0,0,1,1,0,3,3,5,5,5,5,1,1,1,3,3
6,1,3,3,0,0,1,1,1,2,0,1,2,3,0,0,5,5,1,1,1,1,3,3,0,0,1,1,2,2,2
7,5,1,1,2,2,0,1,1,1,2,2,0,0,0,1,1,0,0,1,3,0,0,1,1,1,1,0,0,3,3
8,2,0,0,1,3,0,0,1,2,4,1,1,0,1,1,1,1,2,0,1,1,0,3,3,5,5,0,2,2,0
9,5,1,2,0,0,1,2,0,3,3,0,5,1,1,0,1,2,0,1,2,3,0,5,1,1,0,0,1,1,1
10,4,3,0,0,1,1,1,0,0,1,1,3,0,2,2,4,1,0,1,1,0,1,1,1,1,2,2,0,0,1
11,3,0,0,1,1,0,0,0,5,0,2,2,3,3,0,4,1,1,0,0,0,1,1,2,2,0,1,1,1,2
12,1,0,1,1,1,1,5,5,5,1,1,0,2,3,3,4,1,0,1,1,2,2,2,0,1,3,0,0,0,0
13,1,2,3,3,0,2,4,2,5,5,5,1,1,1,1,2,0,1,2,0,1,1,1,1,5,5,5,1,1,1
14,1,0,1,1,1,0,1,3,3,4,5,5,5,0,1,1,1,1,2,3,0,0,1,1,1,2,5,1,2,2
15,3,3,0,0,1,2,2,2,0,1,2,3,3,0,2,2,0,5,1,1,1,3,3,0,0,1,1,0,1,1
16,1,1,3,3,0,0,0,1,2,2,3,0,4,1,1,0,2,2,0,5,4,2,2,3,3,0,0,1,1,1
17,2,0,1,1,2,0,1,1,1,3,0,2,4,1,0,1,1,1,3,5,5,1,1,2,2,0,2,3,0,0
18,5,2,2,2,0,1,3,0,0,5,5,1,2,0,0,0,3,3,0,4,2,0,1,1,1,1,0,2,3,3
19,0,1,1,1,0,3,4,1,2,0,1,1,0,3,3,4,2,2,0,1,1,3,5,5,5,5,1,1,1,2
20,0,1,1,0,1,1,1,2,5,1,2,0,1,1,2,3,3,5,5,1,2,0,1,1,0,1,1,3,0,4
21,1,1,1,1,3,3,0,5,1,1,0,0,2,2,0,1,1,1,2,0,1,2,0,1,3,0,0,2,2,4
22,4,2,0,0,0,1,3,0,5,1,1,2,0,1,1,2,0,1,1,2,0,1,1,1,1,2,3,0,0,4
23,1,0,0,1,2,2,2,3,5,5,0,0,1,2,0,1,1,3,3,0,0,1,1,0,1,1,2,0,0,4
24,2,5,5,1,1,0,1,1,1,0,3,3,0,0,1,1,0,0,1,2,3,0,2,2,5,5,1,1,1,1
25,0,0,2,2,0,1,1,1,1,2,0,1,1,1,3,3,0,0,0,1,1,1,1,0,2,3,3,0,0,1
