1,0,1,2,3,3,0,0,1,1,1,2,0,2,2,0,1,1,2,0,1,2,0,1,1,1,0,3,3,0,0
2,1,5,1,2,2,3,3,0,5,1,1,0,4,1,3,3,0,5,0,1,1,2,2,0,1,1,2,0,1,1
3,0,5,1,1,0,1,1,1,2,0,1,2,0,0,0,1,3,3,0,0,1,1,1,2,2,2,0,1,3,3
4,2,2,0,1,1,0,0,1,3,3,5,5,1,1,2,0,1,1,1,4,0,1,3,3,5,5,1,1,1,2
5,1,1,1,0,1,2,2,3,3,0,0,1,1,1,2,2,2,0,1,3,3,5,5,5,5,1,1,0,1,1
6,3,3,0,0,0,1,1,0,1,2,0,1,3,3,0,5,5,1,2,2,0,1,1,1,3,3,0,2,2,0
7,5,2,2,0,1,1,3,3,0,0,0,1,1,0,1,1,0,0,3,3,0,0,1,1,2,0,1,2,0,1
8,2,0,1,1,0,2,2,0,1,4,3,3,0,0,0,1,1,0,1,1,1,0,3,3,5,5,1,1,2,2
9,5,0,0,1,1,0,1,1,2,2,0,5,1,1,1,2,2,0,0,1,3,3,5,0,1,2,2,0,1,3
10,4,0,0,1,1,1,0,0,0,1,2,3,3,0,0,4,1,1,2,2,0,1,1,2,3,3,0,0,0,1
11,1,1,3,3,0,0,1,2,5,0,1,2,2,0,1,4,1,2,0,0,0,1,1,0,1,1,0,3,3,0
12,1,1,1,0,3,3,5,5,5,1,1,0,1,2,0,4,1,1,1,1,2,0,1,1,1,0,0,0,1,1
13,3,0,0,2,2,0,4,2,5,5,5,0,1,1,1,1,3,3,0,0,1,2,2,0,5,5,5,1,1,0
14,2,0,0,2,2,0,1,1,1,4,5,5,5,1,3,3,0,2,2,0,1,1,2,3,3,0,5,1,1,1
15,1,1,1,1,0,0,0,1,3,3,0,2,2,0,1,1,1,5,1,2,2,2,0,0,1,1,2,0,3,3
16,0,3,3,0,2,2,0,2,2,0,1,1,4,0,1,3,3,0,0,5,4,1,1,1,0,1,1,2,2,0
17,1,2,2,0,1,1,1,1,0,1,2,0,4,2,0,1,2,3,3,5,5,1,1,2,0,3,3,0,0,1
18,5,1,1,0,0,1,2,3,0,5,5,1,1,1,2,2,0,1,1,4,1,0,1,1,2,2,3,3,0,2
19,2,3,3,0,0,1,4,1,1,1,0,0,1,1,1,4,1,0,0,1,3,3,5,5,5,5,1,2,2,2
20,0,1,1,1,0,0,1,2,5,3,3,0,0,1,1,2,0,5,5,1,1,1,1,2,2,0,0,1,1,4
21,0,0,0,3,3,0,0,5,1,1,2,0,1,1,1,1,2,0,0,1,1,0,1,1,1,2,2,0,1,4
22,4,1,1,1,0,3,3,0,5,0,1,2,0,2,2,0,1,2,3,3,0,0,1,1,1,1,0,1,1,4
23,1,2,2,2,0,1,1,0,5,5,1,1,3,3,0,0,0,1,1,2,0,1,1,1,0,1,1,1,0,4
24,1,5,5,0,1,1,0,1,2,2,0,1,2,3,3,1,0,1,1,1,2,2,2,0,5,5,1,1,0,1
25,3,0,0,1,1,2,2,0,1,2,3,3,0,0,0,1,1,1,2,0,1,3,3,0,0,0,1,1,1,1
